126,0.08
125,0.07
125,0.05
124,0.03
123,0.06
121,0.22
121,0.19
121,0.23
121,0.21
120,0.12
120,0.07
120,0.09
121,0.07
121,0.02
122,0.04
121,0.1
120,0.05
120,0.05
123,0.03
125,0.03
126,0.04
125,0.04
125,0.06
125,0.04
124,0.05
121,0.05
117,0.17
114,0.22
113,0.24
112,0.23
111,0.21
113,0.3
115,0.55
119,0.62
122,0.34
125,0.89
127,1.21
129,0.59
131,0.26
132,0.17
133,0.17
133,0.19
133,0.22
133,0.15
133,0.19
132,0.18
132,0.1
132,0.07
133,0.14
133,0.17
133,0.23
129,0.21
122,0.2
114,0.13
109,0.14
106,0.15
103,0.08
104,0.19
108,0.21
111,0.26
114,0.26
117,0.97
120,0.47
120,0.42
119,0.38
118,0.25
118,0.22
119,0.27
120,0.22
120,0.15
120,0.24
120,0.22
121,0.21
121,0.22
121,0.21
122,0.23
122,0.25
123,0.31
124,0.36
125,0.29
127,0.16
129,0.23
130,0.22
131,0.22
132,0.17
132,0.2
131,0.13
129,0.17
128,0.22
127,0.15
127,0.2
127,0.23
129,0.14
130,0.35
132,0.51
133,0.41
134,0.29
133,0.19
131,0.17
130,0.09
129,0.08
129,0.21
131,0.31
133,0.32
135,0.24
134,0.15
129,0.13
123,0.17
119,0.2
118,0.2
117,0.22
119,0.21
122,0.22
125,0.26
126,0.3
126,0.34
127,0.82
128,0.51
127,0.3
126,0.52
127,0.69
126,1.56
127,0.93
129,1.02
136,0.84
140,0.95
144,0.91
147,0.49
149,0.36
151,0.36
152,0.28
153,0.37
155,0.36
154,0.34
153,0.27
153,0.21
152,0.32
152,0.24
152,0.26
152,0.24
151,0.16
149,0.35
147,0.64
147,0.37
147,0.33
147,0.11
147,0.85
149,1.2
151,0.91
152,0.73
153,0.24
154,0.28
154,0.3
153,0.3
151,0.32
150,0.37
149,0.48
148,0.44
148,0.37
146,0.47
145,0.38
146,0.3
146,0.22
146,0.2
146,0.15
145,0.06
144,0.05
143,0.03
141,0.08
140,0.24
139,0.14
138,0.65
139,1.01
143,1.37
146,1.38
148,1.09
150,0.74
153,0.48
154,0.31
155,0.78
156,0.95
