130,0.78
129,0.53
127,0.4
126,0.33
125,0.2
127,0.12
127,0.1
130,0.11
131,0.08
133,0.22
133,0.38
134,0.17
135,0.26
135,0.32
135,0.28
134,0.32
134,0.32
134,0.23
135,0.25
135,0.25
135,0.33
135,0.19
134,0.16
134,0.07
135,0.12
136,0.11
136,0.04
136,0.06
136,0.06
136,0.03
135,0.03
133,0.06
132,0.04
131,0.04
131,0.1
133,0.08
135,0.09
136,0.18
139,0.27
137,0.21
133,0.19
129,0.27
123,0.23
116,0.31
114,0.27
114,0.3
115,0.3
115,0.24
117,0.81
117,0.49
118,0.33
122,0.32
125,0.24
128,0.25
129,0.25
131,0.27
131,0.27
131,0.41
132,0.66
133,0.95
134,0.76
134,0.32
135,0.22
136,0.34
137,0.22
139,0.3
141,0.28
141,0.26
141,0.23
141,0.27
139,0.23
135,0.23
133,0.17
132,0.09
133,0.04
135,0.03
137,0.02
139,0.02
139,0.06
137,0.14
132,0.15
128,0.13
126,0.25
126,0.27
127,0.19
127,0.18
127,0.2
127,0.12
127,0.13
128,0.19
129,0.19
131,0.16
132,0.21
131,0.2
131,0.21
132,0.17
131,0.25
131,0.17
132,0.11
131,0.06
131,0.12
131,0.27
131,0.24
131,0.25
131,0.16
130,0.14
128,0.16
127,0.25
126,0.16
127,0.2
128,0.26
130,0.22
132,0.23
132,0.3
132,0.47
131,0.87
130,0.52
127,0.28
123,0.14
120,0.24
121,0.64
124,1.19
126,1.34
127,1.02
133,0.4
140,0.41
145,0.33
148,0.27
151,0.47
154,0.39
155,0.46
157,0.29
153,0.35
150,0.28
146,0.29
143,0.47
142,0.95
142,0.51
142,0.26
139,0.19
139,0.65
140,0.66
142,1.41
147,1.27
151,0.74
153,0.25
154,0.43
155,0.47
157,0.53
157,0.42
158,0.32
160,0.18
160,0.38
161,0.38
162,0.38
162,0.36
162,0.35
159,0.29
156,0.24
153,0.28
151,0.56
150,0.91
149,0.49
148,0.41
147,0.6
147,1.31
150,1.41
153,0.81
154,0.42
155,0.41
155,0.37
155,0.42
154,0.44
153,0.28
153,0.29
152,0.25
152,0.28
152,0.3
153,0.26
154,0.13
154,0.03
154,0.41
155,1.17
157,1.09
157,1.69
157,0.97
161,0.86
163,0.63
163,0.31
164,0.27
163,0.34
163,0.29
163,0.23
162,0.25
161,0.25
160,0.21
160,0.22
159,0.19
158,0.23
157,0.28
156,0.36
157,0.45
156,0.4
155,0.29
155,0.29
155,0.33
154,0.51
155,1.13
156,0.8
158,0.88
159,1.08
161,1.19
163,0.87
163,0.87
164,0.47
165,0.93
167,0.77
169,0.99
171,1.15
172,0.96
173,0.79
173,0.73
172,0.9
172,0.85
171,0.94
171,0.95
170,0.61
170,0.89
171,1.29
172,1.19
174,1.24
175,1.16
177,0.94
178,0.92
178,0.48
179,0.74
180,0.7
180,0.94
180,0.93
183,0.72
182,0.51
181,0.25
181,0.15
180,0.16
178,0.19
178,0.21
177,0.26
176,0.1
174,0.06
174,0.19
174,0.27
174,0.23
173,0.23
173,0.24
174,0.23
173,0.22
173,0.23
174,0.21
173,0.21
174,0.18
171,0.37
170,0.38
168,0.3
165,0.25
164,0.31
162,0.25
162,0.3
161,0.25
162,0.28
162,0.27
162,0.31
163,0.23
163,0.13
163,0.26
162,0.21
162,0.19
162,0.22
162,0.11
164,0.6
164,0.93
164,0.56
164,0.28
162,0.23
158,0.19
156,0.29
154,0.22
152,0.27
152,0.27
151,0.22
151,0.24
153,0.32
153,0.23
154,0.29
153,0.27
151,0.21
149,0.13
147,0.15
146,0.31
146,0.61
147,0.47
150,0.8
152,0.59
154,0.9
157,1.56
158,1.02
159,1.09
160,0.45
159,1.35
160,0.78
161,0.74
162,0.36
162,0.18
162,0.13
160,0.24
159,0.22
158,0.26
157,0.26
157,0.29
157,0.27
157,0.28
158,0.24
158,0.25
157,0.25
157,0.22
156,0.28
155,0.19
155,0.26
156,0.26
156,0.72
156,0.81
156,1.04
159,0.77
160,0.54
159,0.39
159,0.27
159,0.24
159,0.1
158,0.08
157,0.18
158,0.16
156,0.28
