120,0.11
125,0.19
131,0.14
132,0.17
130,0.13
127,0.1
124,0.1
120,0.13
121,0.12
125,0.09
129,0.07
131,0.08
134,0.07
135,0.08
134,0.1
134,0.3
136,0.83
138,0.93
140,1.12
143,1.67
145,1.76
147,1.57
149,1.74
152,0.71
154,0.29
156,0.2
158,0.21
159,0.13
162,0.14
163,0.25
164,0.23
164,0.27
167,0.25
166,0.32
161,0.33
152,0.36
147,0.35
144,0.31
143,0.24
143,0.21
145,0.12
147,0.49
148,1.74
148,1.36
149,0.91
155,0.46
157,0.36
159,0.3
161,0.33
162,0.18
164,0.25
165,0.25
165,0.26
166,0.28
166,0.31
165,0.26
163,0.28
160,0.36
159,0.27
158,0.24
159,0.2
159,0.16
158,0.2
160,0.17
160,0.22
160,0.12
160,0.16
160,0.14
159,0.14
158,0.09
156,0.14
154,0.17
152,0.18
152,0.11
152,0.19
153,0.14
153,0.15
152,0.16
151,0.17
150,0.17
149,0.18
148,0.19
146,0.22
143,0.18
144,0.13
145,0.19
148,0.2
148,0.16
149,0.19
150,0.22
150,0.24
151,0.25
151,0.25
151,0.3
152,0.3
152,0.31
152,0.24
153,0.21
152,0.11
152,0.1
154,0.07
154,0.06
155,0.08
155,0.12
152,0.06
148,0.05
144,0.06
142,0.05
142,0.05
142,0.2
144,0.8
146,0.56
148,0.3
148,0.37
148,0.55
149,1.63
151,1.38
154,0.5
156,0.58
157,0.85
160,1.19
162,0.76
164,0.56
166,0.24
168,0.25
169,0.55
172,0.71
172,0.79
173,0.42
173,0.42
174,0.33
175,0.37
175,0.3
175,0.3
175,0.3
175,0.49
175,0.45
174,0.26
175,0.58
176,0.47
176,0.26
174,0.14
167,0.07
160,0.05
155,0.21
155,0.39
157,0.81
159,0.93
160,1.08
163,1.04
165,1.2
166,1.03
169,1.03
169,1.07
170,1.85
171,1.48
174,0.63
175,0.49
177,0.24
178,0.32
178,0.34
179,0.3
179,0.27
179,0.27
180,0.28
182,0.23
180,0.21
180,0.37
180,0.35
181,0.23
183,0.26
183,0.22
184,0.25
183,0.17
183,0.5
182,0.59
182,0.68
180,0.38
179,0.42
177,0.32
176,0.35
174,0.44
175,0.28
175,0.28
176,0.3
177,0.23
177,0.39
180,0.47
179,0.36
180,0.16
176,0.09
169,0.08
163,0.31
161,0.83
161,0.89
162,1.42
162,1.61
163,0.74
166,0.71
170,0.57
172,0.25
172,0.32
173,0.3
175,0.29
176,0.3
178,0.31
179,0.21
