137,0.09
139,0.16
140,0.13
142,0.15
143,0.11
141,0.12
140,0.12
142,0.16
141,0.09
142,0.15
145,0.43
147,0.47
148,0.49
150,0.7
151,0.83
153,1.08
154,0.98
156,0.75
157,0.36
159,0.25
159,0.2
159,0.14
161,0.16
161,0.17
164,0.31
164,0.12
164,0.13
165,0.13
163,0.12
163,0.23
163,0.21
163,0.28
161,0.28
154,0.3
148,0.73
148,1.45
148,1.25
150,0.96
150,1.55
151,1.07
156,0.32
160,0.29
162,0.26
165,0.27
165,0.23
167,0.17
168,0.2
170,0.25
170,0.2
170,0.3
171,0.27
171,0.25
169,0.23
167,0.19
167,0.2
167,0.27
166,0.3
165,0.26
162,0.2
160,0.13
159,0.2
159,0.17
160,0.12
159,0.12
156,0.1
154,0.06
152,0.07
150,0.11
149,0.17
149,0.11
149,0.12
147,0.15
148,0.18
149,0.21
151,0.21
154,0.2
159,0.1
161,0.14
162,0.15
163,0.15
163,0.16
164,0.17
164,0.17
163,0.09
162,0.06
159,0.08
158,0.13
158,0.28
159,0.29
157,0.18
153,0.09
147,0.16
145,0.07
146,0.07
149,0.07
151,0.05
154,0.09
156,0.17
157,0.16
159,0.19
155,0.23
147,0.19
140,0.28
138,0.27
140,0.22
138,0.17
140,0.19
144,0.18
148,0.11
151,0.1
147,0.06
141,0.04
141,0.02
144,0.03
146,0.23
148,0.38
150,0.74
153,0.94
154,1.12
155,0.96
159,0.25
163,0.31
166,0.25
168,0.32
170,1.2
171,0.59
174,0.47
176,0.42
179,0.46
180,0.33
182,0.31
183,0.33
184,0.32
184,0.31
184,0.29
184,0.28
183,0.26
183,0.25
182,0.45
182,0.51
182,0.31
182,0.15
179,0.27
177,0.44
175,0.88
175,1.11
176,0.97
177,0.66
179,0.74
179,1.11
181,1.32
182,1.81
183,1.22
185,0.89
189,0.54
190,0.31
192,0.24
193,0.37
192,0.37
194,0.32
193,0.24
192,0.22
191,0.23
191,0.2
190,0.18
191,0.21
190,0.26
191,0.19
191,0.09
190,0.07
191,0.26
190,0.29
190,0.37
190,0.51
190,1.07
190,0.87
190,0.35
188,0.34
186,0.3
184,0.25
184,0.36
185,0.32
186,0.3
185,0.23
187,0.27
186,0.27
186,0.59
186,0.4
186,0.2
185,0.37
183,0.33
183,0.72
183,1.1
183,1.02
183,2.03
183,1.18
186,0.52
188,0.39
189,0.22
190,0.33
190,0.42
191,0.49
191,0.35
192,0.31
191,0.27
191,0.29
191,0.19
190,0.16
190,0.22
189,0.18
189,0.08
189,0.05
189,0.08
188,0.47
188,0.46
189,0.46
189,1.16
188,0.78
188,0.73
187,0.45
185,0.34
182,0.39
181,0.25
182,0.3
183,0.31
184,0.24
185,0.24
185,0.18
184,0.27
186,0.24
185,0.31
187,0.28
186,0.57
187,0.32
187,0.32
185,0.14
185,0.11
182,0.23
180,1.11
180,1.29
182,1.18
183,0.37
184,0.44
186,0.68
185,1.16
187,1
187,0.84
189,1.71
190,1.78
191,0.65
192,0.45
195,0.21
197,0.17
197,0.26
197,0.29
197,0.42
197,0.43
196,0.3
195,0.32
193,0.42
192,0.52
191,0.28
191,0.34
192,0.29
192,0.25
192,0.1
192,0.2
193,0.13
193,0.22
193,0.22
194,0.24
194,0.12
195,0.14
195,0.18
195,0.18
194,0.08
194,0.18
193,0.25
193,0.66
194,1.33
194,0.58
194,0.5
193,0.93
192,0.78
192,0.46
190,0.26
189,0.33
188,0.5
188,0.3
186,0.27
185,0.31
184,0.37
184,0.38
182,0.39
180,0.37
178,0.37
177,0.35
177,0.21
178,0.14
178,0.16
177,0.25
177,0.16
178,0.14
180,0.18
181,0.14
182,0.1
183,0.17
182,0.27
183,0.93
183,1.17
185,1.06
187,0.32
187,0.58
188,0.97
189,0.58
190,0.74
190,0.91
190,1.01
190,0.94
191,1.03
192,1.2
193,0.88
192,0.6
192,0.43
193,0.47
192,0.34
191,0.34
192,0.3
194,0.39
193,0.34
193,0.3
193,0.28
195,0.28
195,0.23
195,0.33
195,0.35
195,0.33
196,0.48
196,0.49
196,0.29
195,0.46
194,0.4
195,1.24
194,1.17
193,1.13
193,0.72
192,0.85
190,0.44
188,0.23
187,0.2
186,0.26
185,0.28
184,0.3
186,0.3
184,0.2
186,0.2
187,0.25
187,0.31
187,0.42
187,0.51
188,0.35
187,0.24
186,0.5
184,0.22
182,0.31
180,0.9
181,1.3
182,0.87
182,0.87
182,0.41
181,0.42
179,0.23
180,0.22
180,0.22
181,0.28
182,0.22
183,0.22
183,0.3
183,0.33
183,0.26
181,0.29
180,0.26
180,0.16
182,0.22
183,0.22
184,0.14
186,0.23
185,0.36
184,0.41
181,0.4
179,0.76
176,1.02
175,0.74
174,0.83
173,0.66
172,0.49
172,0.34
170,0.32
170,0.24
170,0.27
172,0.23
172,0.22
172,0.22
172,0.15
173,0.21
173,0.22
173,0.23
172,0.2
171,0.24
171,0.17
171,0.24
170,0.38
171,0.53
172,0.25
172,0.37
172,0.12
171,0.17
169,0.34
169,1.07
